"","tested_OR","specific_odorant","comparison","diff","lwr.ci","upr.ci","pval"
"361","Olfr392","minusD","1-0",0.0486143333333334,-0.255172432679708,0.352401099346375,0.992793082755124
"362","Olfr392","minusD","3.16-0",0.150357,-0.153429766013042,0.454143766013042,0.532232673024772
"363","Olfr392","minusD","10-0",0.139754,-0.164032766013042,0.443540766013042,0.598266835479894
"364","Olfr392","minusD","31.6-0",0.0672506666666667,-0.236536099346375,0.371037432679708,0.966004639139777
"365","Olfr392","minusD","100-0",0.0411553333333334,-0.262631432679708,0.344942099346375,0.99696520500631
"366","Olfr392","minusD","316-0",-0.137836,-0.441622766013042,0.165950766013042,0.610549572573745
"367","Olfr392","pCI_minusD","1-0",0.0343843333333334,-0.241385202692719,0.310153869359385,0.99805920799019
"368","Olfr392","pCI_minusD","3.16-0",0.00497833333333331,-0.270791202692719,0.280747869359385,0.999999975792341
"369","Olfr392","pCI_minusD","10-0",-0.15705,-0.432819536026052,0.118719536026052,0.40233448260945
"370","Olfr392","pCI_minusD","31.6-0",-0.133766,-0.409535536026052,0.142003536026052,0.550642441913202
"371","Olfr392","pCI_minusD","100-0",-0.18849,-0.464259536026052,0.0872795360260521,0.246585649835616
"372","Olfr392","pCI_minusD","316-0",-0.253392666666667,-0.529162202692719,0.0223768693593854,0.0768377774033503
"373","Olfr392","pCI_plusH","1-0",-0.126602333333333,-0.393285603396582,0.140080936729915,0.570370501032682
"374","Olfr392","pCI_plusH","3.16-0",-0.0580169999999999,-0.324700270063248,0.208666270063249,0.968523711633256
"375","Olfr392","pCI_plusH","10-0",-0.0931333333333333,-0.359816603396582,0.173549936729915,0.806928306055413
"376","Olfr392","pCI_plusH","31.6-0",-0.192534,-0.459217270063249,0.0741492700632486,0.206148295518936
"377","Olfr392","pCI_plusH","100-0",0.00474466666666673,-0.261938603396582,0.271427936729915,0.999999977762768
"378","Olfr392","pCI_plusH","316-0",-0.133006333333333,-0.399689603396582,0.133676936729915,0.525291336354563
"379","Olfr392","plusH","1-0",-0.156689333333333,-0.537567685921726,0.224189019255059,0.69243241155982
"380","Olfr392","plusH","3.16-0",-0.195721,-0.576599352588392,0.185157352588392,0.497560034156039
"381","Olfr392","plusH","10-0",-0.223509333333333,-0.604387685921726,0.157369019255059,0.375110221718887
"382","Olfr392","plusH","31.6-0",-0.209942666666667,-0.590821019255059,0.170935685921725,0.432366077445341
"383","Olfr392","plusH","100-0",-0.244125666666667,-0.625004019255059,0.136752685921725,0.298285726414671
"384","Olfr392","plusH","316-0",-0.184154,-0.565032352588392,0.196724352588392,0.553730267505507
"385","Olfr398","minusD","1-0",0.0465676666666667,-0.191083083448617,0.28421841678195,0.980542236017935
"386","Olfr398","minusD","3.16-0",0.206742,-0.0309087501152839,0.444392750115284,0.0990637504197834
"387","Olfr398","minusD","10-0",0.591964666666667,0.354313916551383,0.82961541678195,2.34060868706809e-05
"388","Olfr398","minusD","31.6-0",1.059802,0.822151249884716,1.29745275011528,1.20677245973866e-10
"389","Olfr398","minusD","100-0",1.09719666666667,0.859545916551383,1.33484741678195,3.61156771155891e-10
"390","Olfr398","minusD","316-0",1.45188166666667,1.21423091655138,1.68953241678195,5.70765656959793e-13
"391","Olfr398","pCI_minusD","1-0",0.0479536666666667,-0.0202288797538587,0.116136213087192,0.225245264570943
"392","Olfr398","pCI_minusD","3.16-0",-0.00094933333333333,-0.0691318797538587,0.067233213087192,0.99999999489037
"393","Olfr398","pCI_minusD","10-0",-0.0133603333333333,-0.0815428797538587,0.054822213087192,0.980538646557038
"394","Olfr398","pCI_minusD","31.6-0",0.0178226666666667,-0.0503598797538587,0.086005213087192,0.931396594246655
"395","Olfr398","pCI_minusD","100-0",0.00272166666666666,-0.0654608797538587,0.070904213087192,0.999997237698091
"396","Olfr398","pCI_minusD","316-0",-0.0179336666666667,-0.086116213087192,0.0502488797538587,0.929594802626997
"397","Olfr398","pCI_plusH","1-0",0.034692,-0.0276744332725795,0.0970584332725795,0.424236996817083
"398","Olfr398","pCI_plusH","3.16-0",-0.00926533333333333,-0.0716317666059128,0.0531010999392461,0.995076596980688
"399","Olfr398","pCI_plusH","10-0",0.0110453333333333,-0.0513210999392461,0.0734117666059128,0.988033082513766
"400","Olfr398","pCI_plusH","31.6-0",0.0325656666666667,-0.0298007666059128,0.0949320999392461,0.482605197970905
"401","Olfr398","pCI_plusH","100-0",0.0441326666666667,-0.0182337666059128,0.106499099939246,0.220585977346462
"402","Olfr398","pCI_plusH","316-0",-0.00370333333333334,-0.0660697666059128,0.0586630999392461,0.999971253716861
"403","Olfr398","plusH","1-0",0.066065,-0.564653579061301,0.696783579061301,0.999255242766601
"404","Olfr398","plusH","3.16-0",0.462880333333333,-0.167838245727968,1.09359891239463,0.194999970811848
"405","Olfr398","plusH","10-0",0.766741333333333,0.136022754272032,1.39745991239463,0.015258516562773
"406","Olfr398","plusH","31.6-0",1.57404966666667,0.943331087605366,2.20476824572797,2.51841786904627e-05
"407","Olfr398","plusH","100-0",1.71495466666667,1.08423608760537,2.34567324572797,6.83071630291909e-06
"408","Olfr398","plusH","316-0",1.84971666666667,1.21899808760537,2.48043524572797,2.00459881583015e-06
"409","Olfr434","minusD","1-0",0.284778,-0.00568040271401898,0.575236402714019,0.0551831846563812
"410","Olfr434","minusD","3.16-0",0.213266333333333,-0.0771920693806856,0.503724736047352,0.194678073509132
"411","Olfr434","minusD","10-0",0.521233666666667,0.230775263952648,0.811692069380685,0.000710456773141188
"412","Olfr434","minusD","31.6-0",0.979835,0.689376597285981,1.27029340271402,1.66415175195667e-07
"413","Olfr434","minusD","100-0",1.52168933333333,1.23123093061931,1.81214773604735,7.82685027900243e-12
"414","Olfr434","minusD","316-0",1.50727666666667,1.21681826395265,1.79773506938069,9.73769953560577e-11
"415","Olfr434","pCI_minusD","1-0",0.0479536666666667,-0.0202288797538587,0.116136213087192,0.225245264570943
"416","Olfr434","pCI_minusD","3.16-0",-0.00094933333333333,-0.0691318797538587,0.067233213087192,0.99999999489037
"417","Olfr434","pCI_minusD","10-0",-0.0133603333333333,-0.0815428797538587,0.054822213087192,0.980538646557038
"418","Olfr434","pCI_minusD","31.6-0",0.0178226666666667,-0.0503598797538587,0.086005213087192,0.931396594246655
"419","Olfr434","pCI_minusD","100-0",0.00272166666666666,-0.0654608797538587,0.070904213087192,0.999997237698091
"420","Olfr434","pCI_minusD","316-0",-0.0179336666666667,-0.086116213087192,0.0502488797538587,0.929594802626997
"421","Olfr434","pCI_plusH","1-0",0.034692,-0.0276744332725795,0.0970584332725795,0.424236996817083
"422","Olfr434","pCI_plusH","3.16-0",-0.00926533333333333,-0.0716317666059128,0.0531010999392461,0.995076596980688
"423","Olfr434","pCI_plusH","10-0",0.0110453333333333,-0.0513210999392461,0.0734117666059128,0.988033082513766
"424","Olfr434","pCI_plusH","31.6-0",0.0325656666666667,-0.0298007666059128,0.0949320999392461,0.482605197970905
"425","Olfr434","pCI_plusH","100-0",0.0441326666666667,-0.0182337666059128,0.106499099939246,0.220585977346462
"426","Olfr434","pCI_plusH","316-0",-0.00370333333333334,-0.0660697666059128,0.0586630999392461,0.999971253716861
"427","Olfr434","plusH","1-0",-0.034193,-0.687964279030889,0.619578279030889,0.999986402939057
"428","Olfr434","plusH","3.16-0",0.286352333333333,-0.367418945697556,0.940123612364223,0.640921610156926
"429","Olfr434","plusH","10-0",0.642739333333333,-0.0110319456975562,1.29651061236422,0.0543449930230191
"430","Olfr434","plusH","31.6-0",0.905952666666667,0.252181387635777,1.55972394569756,0.00597965983819493
"431","Olfr434","plusH","100-0",1.77848933333333,1.12471805430244,2.43226061236422,6.78756384309143e-06
"432","Olfr434","plusH","316-0",1.851989,1.19821772096911,2.50576027903089,3.03367949572309e-06
"433","Olfr463","minusD","1-0",0.0606686666666667,-0.228649590369859,0.349986923703192,0.97335346211617
"434","Olfr463","minusD","3.16-0",0.020834,-0.268484257036525,0.310152257036525,0.999911697917586
"435","Olfr463","minusD","10-0",-0.0247953333333333,-0.314113590369859,0.264522923703192,0.999759476961484
"436","Olfr463","minusD","31.6-0",-0.029608,-0.318926257036525,0.259710257036525,0.999345160503835
"437","Olfr463","minusD","100-0",-0.133598,-0.422916257036525,0.155720257036525,0.594989043253524
"438","Olfr463","minusD","316-0",-0.0715729999999999,-0.360891257036525,0.217745257036525,0.945137455655936
"439","Olfr463","pCI_minusD","1-0",0.0343843333333334,-0.241385202692719,0.310153869359385,0.99805920799019
"440","Olfr463","pCI_minusD","3.16-0",0.00497833333333331,-0.270791202692719,0.280747869359385,0.999999975792341
"441","Olfr463","pCI_minusD","10-0",-0.15705,-0.432819536026052,0.118719536026052,0.40233448260945
"442","Olfr463","pCI_minusD","31.6-0",-0.133766,-0.409535536026052,0.142003536026052,0.550642441913202
"443","Olfr463","pCI_minusD","100-0",-0.18849,-0.464259536026052,0.0872795360260521,0.246585649835616
"444","Olfr463","pCI_minusD","316-0",-0.253392666666667,-0.529162202692719,0.0223768693593854,0.0768377774033503
"445","Olfr463","pCI_plusH","1-0",-0.126602333333333,-0.393285603396582,0.140080936729915,0.570370501032682
"446","Olfr463","pCI_plusH","3.16-0",-0.0580169999999999,-0.324700270063248,0.208666270063249,0.968523711633256
"447","Olfr463","pCI_plusH","10-0",-0.0931333333333333,-0.359816603396582,0.173549936729915,0.806928306055413
"448","Olfr463","pCI_plusH","31.6-0",-0.192534,-0.459217270063249,0.0741492700632486,0.206148295518936
"449","Olfr463","pCI_plusH","100-0",0.00474466666666673,-0.261938603396582,0.271427936729915,0.999999977762768
"450","Olfr463","pCI_plusH","316-0",-0.133006333333333,-0.399689603396582,0.133676936729915,0.525291336354563
"451","Olfr463","plusH","1-0",0.0229983333333333,-0.390677540491151,0.436674207157818,0.999980526183971
"452","Olfr463","plusH","3.16-0",-0.157231333333333,-0.570907207157818,0.256444540491151,0.751639042561003
"453","Olfr463","plusH","10-0",-0.259011333333333,-0.672687207157818,0.154664540491151,0.318027383584579
"454","Olfr463","plusH","31.6-0",-0.313796,-0.727471873824485,0.0998798738244846,0.173001501209192
"455","Olfr463","plusH","100-0",-0.195222,-0.608897873824485,0.218453873824485,0.575558079592198
"456","Olfr463","plusH","316-0",-0.236042333333333,-0.649718207157818,0.177633540491151,0.400790195801547
"457","Olfr469","minusD","1-0",-0.0271710000000001,-0.572535439249772,0.518193439249772,0.999989787481694
"458","Olfr469","minusD","3.16-0",-0.0909933333333335,-0.636357772583106,0.454371105916439,0.991095994683128
"459","Olfr469","minusD","10-0",-0.101231666666667,-0.646596105916439,0.444132772583105,0.984962690271927
"460","Olfr469","minusD","31.6-0",-0.425049,-0.970413439249772,0.120315439249772,0.156254563826809
"461","Olfr469","minusD","100-0",-0.435864666666667,-0.981229105916439,0.109499772583105,0.141715049317395
