,symbol,logFC,FDR,cid
127,Olfr1437,-0.144886623861384,1.0,240
128,Olfr1443,0.160169218182912,1.0,240
129,Olfr1449,-0.171815291443303,1.0,240
130,Olfr145,0.586599606645533,1.0,240
131,Olfr1451,0.530268358651076,1.0,240
132,Olfr1454,-0.619507155002635,1.0,240
133,Olfr1459,-0.41184225143098,1.0,240
134,Olfr146,-0.0829313250111819,1.0,240
135,Olfr1463,0.203305342250106,1.0,240
136,Olfr1465,-0.326553552852291,1.0,240
137,Olfr1466,-0.028271788781426,1.0,240
138,Olfr1467,0.244726319785218,1.0,240
139,Olfr1469,0.0556327295597371,1.0,240
140,Olfr147,0.791961489719158,1.0,240
141,Olfr1471,0.0239285956727356,1.0,240
142,Olfr1472,0.155497262445514,1.0,240
143,Olfr1477,0.584200826587822,1.0,240
144,Olfr1487,0.632920614921747,1.0,240
145,Olfr1497,-0.193614668882179,1.0,240
146,Olfr15,0.113565524368931,1.0,240
147,Olfr1500,-0.0210608713205395,1.0,240
148,Olfr1505,0.123118421822284,1.0,240
149,Olfr1506,6.86476429929331,0.0001992138002101,240
150,Olfr1507,0.230713118589992,1.0,240
151,Olfr1511,-0.380665023117761,1.0,240
152,Olfr1537,0.541316338111992,1.0,240
153,Olfr16,0.0907740538169723,1.0,240
154,Olfr165,0.216416125091611,1.0,240
155,Olfr166,-0.148567623873566,1.0,240
156,Olfr167,0.0482188410380266,1.0,240
157,Olfr168,0.314408740343753,1.0,240
158,Olfr169,0.0153147779022738,1.0,240
159,Olfr170,0.139701978579327,1.0,240
160,Olfr171,0.043890059182735,1.0,240
161,Olfr173,-0.632593693088288,1.0,240
162,Olfr177,-0.436056600277256,1.0,240
163,Olfr180,0.020303228883443,1.0,240
164,Olfr181,-0.101665836231345,1.0,240
165,Olfr183,0.218238264814588,1.0,240
166,Olfr186,-0.202226893744312,1.0,240
167,Olfr190,0.39111851349597,1.0,240
168,Olfr191,-0.0362486362964589,1.0,240
169,Olfr193,-0.73721152933098,1.0,240
170,Olfr194,0.17535191732913,1.0,240
171,Olfr195,0.47585877732864,1.0,240
172,Olfr196,0.302195476488308,1.0,240
173,Olfr198,0.317940767576361,1.0,240
174,Olfr199,0.56699531274553,1.0,240
175,Olfr2,0.300584028986778,1.0,240
176,Olfr20,-0.251008512002444,1.0,240
177,Olfr202,0.0438104326972084,1.0,240
178,Olfr203,-0.590145506069301,1.0,240
179,Olfr204,0.536520928602107,1.0,240
180,Olfr205,0.224120101752438,1.0,240
181,Olfr206,-0.12001074403815,1.0,240
182,Olfr211,-0.0474383933008104,1.0,240
183,Olfr212,0.245352691737834,1.0,240
184,Olfr213,0.31214459110544,1.0,240
185,Olfr215,0.191421147360956,1.0,240
186,Olfr220,0.114078148427868,1.0,240
187,Olfr221,-0.0060020303254263,1.0,240
188,Olfr224,0.25689940561118,1.0,240
189,Olfr235,-0.329622601918768,1.0,240
190,Olfr237,-0.0479403840355715,1.0,240
191,Olfr247,-0.409941296039794,1.0,240
192,Olfr251,0.0826213071459997,1.0,240
193,Olfr259,-0.414296595221579,1.0,240
194,Olfr27,-0.0237888317395307,1.0,240
195,Olfr275,0.741676554823569,1.0,240
196,Olfr285,-0.382878622648568,1.0,240
197,Olfr286,-0.310810350047678,1.0,240
198,Olfr287,0.263714562181435,1.0,240
199,Olfr288,0.616431625351503,1.0,240
200,Olfr297,-0.0473991589068087,1.0,240
201,Olfr30,0.0076920703749538,1.0,240
202,Olfr308,-0.131846041163728,1.0,240
203,Olfr309,0.187844388459593,1.0,240
204,Olfr31,-0.0549636910991441,1.0,240
205,Olfr311,0.0408548130866566,1.0,240
206,Olfr314,-0.0551000100756888,1.0,240
207,Olfr315,0.273182502131558,1.0,240
208,Olfr316,0.166518702264918,1.0,240
209,Olfr317,0.011034938904335,1.0,240
210,Olfr32,0.46631992876742,1.0,240
211,Olfr325,-0.362054533227366,1.0,240
212,Olfr328,0.124526529555075,1.0,240
213,Olfr329,0.0857659835324374,1.0,240
214,Olfr33,-0.177061440747246,1.0,240
215,Olfr330,-0.0244839751992835,1.0,240
216,Olfr332,0.223477534534367,1.0,240
217,Olfr338,-0.182901954377098,1.0,240
218,Olfr346,-0.225363626139403,1.0,240
219,Olfr350,-0.197656186387424,1.0,240
220,Olfr351,0.71631097319465,1.0,240
221,Olfr352,1.22164610497174,1.0,240
222,Olfr353,-0.396821518556624,1.0,240
223,Olfr361,-0.455074417536909,1.0,240
224,Olfr362,0.0627265397577767,1.0,240
225,Olfr374,-0.0346861153380399,1.0,240
226,Olfr376,0.177404743726254,1.0,240
227,Olfr381,-0.406280132675862,1.0,240
228,Olfr390,0.115861092406729,1.0,240
229,Olfr392,0.334989610487835,1.0,240
230,Olfr398,-0.210588733029164,1.0,240
231,Olfr406,0.266305172862277,1.0,240
232,Olfr424,-0.214382316426923,1.0,240
233,Olfr429,1.80679981579791,0.0017932614890409,240
234,Olfr43,-0.19044675828725,1.0,240
235,Olfr434,0.0034970763450769,1.0,240
236,Olfr441,-0.241430181546253,1.0,240
237,Olfr447,-0.434547004473557,1.0,240
238,Olfr46,0.129486735360475,1.0,240
239,Olfr463,-0.158894540814355,1.0,240
240,Olfr464,0.139151222918245,1.0,240
241,Olfr467,-0.207323779061724,1.0,240
242,Olfr469,0.273209788371195,1.0,240
243,Olfr47,-0.098857184124761,1.0,240
244,Olfr472,0.061523137278581,1.0,240
245,Olfr473,-0.13063382974364,1.0,240
246,Olfr476,0.204973662585701,1.0,240
247,Olfr477,0.0849193008753244,1.0,240
248,Olfr478,-0.0938460314487065,1.0,240
249,Olfr480,-0.0921818309594335,1.0,240
250,Olfr481,-0.31876430326546,1.0,240
251,Olfr488,-0.152306441702324,1.0,240
252,Olfr491,1.18561466686974,0.0016397527867825,240
253,Olfr502,0.146079054570243,1.0,240
254,Olfr506,0.204696166724637,1.0,240
255,Olfr508,1.60252485994529,0.0758214546302814,240
256,Olfr516,-0.0052892963969057,1.0,240
257,Olfr518,-0.156372696138893,1.0,240
258,Olfr52,-0.109357054478107,1.0,240
259,Olfr524,0.234924967806276,1.0,240
260,Olfr525,0.260241748345679,1.0,240
261,Olfr527,0.0537213049158305,1.0,240
262,Olfr53,-0.318729732961156,1.0,240
263,Olfr531,-0.194485584995092,1.0,240
264,Olfr532,-0.107347681236639,1.0,240
265,Olfr536,0.318627064373447,1.0,240
266,Olfr558,-0.186573122694667,1.0,240
267,Olfr56,-0.0708260307600036,1.0,240
268,Olfr560,1.12335430772077,1.0,240
269,Olfr561,0.660160623696411,1.0,240
270,Olfr569,-0.12607107922728,1.0,240
271,Olfr576,0.772392369032677,1.0,240
272,Olfr577,0.531141620989245,1.0,240
273,Olfr578,0.328714178053289,1.0,240
274,Olfr59,0.217111392829868,1.0,240
275,Olfr599,-0.137211120147038,1.0,240
276,Olfr6,-0.0456419121406281,1.0,240
277,Olfr60,0.101557896870839,1.0,240
278,Olfr606,-0.0765849760345729,1.0,240
279,Olfr61,0.0419597230981939,1.0,240
280,Olfr610,-0.255973200392349,1.0,240
281,Olfr611,-0.4675042965444,1.0,240
282,Olfr612,0.961714536027493,1.0,240
283,Olfr615,0.0040354841622602,1.0,240
284,Olfr618,0.773031157991653,1.0,240
285,Olfr62,2.92179019469538,4.25093248074514e-17,240
286,Olfr620,-0.579698604031115,1.0,240
287,Olfr630,-0.178897760278511,1.0,240
288,Olfr64,0.0157174780533399,1.0,240
289,Olfr644,-0.0177214651296131,1.0,240
290,Olfr646,0.115666727251466,1.0,240
291,Olfr649,0.544682450136166,1.0,240
292,Olfr676,0.466601307423223,1.0,240
293,Olfr691,0.220261749639166,1.0,240
294,Olfr693,-0.46140106894993,1.0,240
295,Olfr694,-0.0686738866867966,1.0,240
296,Olfr695,-0.0321420965819838,1.0,240
297,Olfr697,-0.336582807399985,1.0,240
298,Olfr698,-0.213919311102896,1.0,240
299,Olfr699,0.639770542718227,1.0,240
300,Olfr701,-0.225858236623927,1.0,240
301,Olfr705,-0.05357774375074,1.0,240
302,Olfr706,-0.32130099572383,1.0,240
303,Olfr707,0.765495880569906,1.0,240
304,Olfr710,0.0869793891197778,1.0,240
305,Olfr713,0.540469335631972,1.0,240
306,Olfr714,0.0586871782149575,1.0,240
307,Olfr715,0.133606960528628,1.0,240
308,Olfr716,0.048928080563499,1.0,240
309,Olfr720,0.0667038107211118,1.0,240
310,Olfr722,-0.203427859554708,1.0,240
311,Olfr723,-0.400867490959037,1.0,240
312,Olfr724,0.187690061160887,1.0,240
313,Olfr726,0.0146153531315847,1.0,240
314,Olfr727,0.121649946329294,1.0,240
315,Olfr729,0.220470050666948,1.0,240
316,Olfr733,-0.367255645281961,1.0,240
317,Olfr736,1.43112121416545,0.492604953837361,240
318,Olfr740,-0.461426407076555,1.0,240
319,Olfr741,-0.0580632053482964,1.0,240
320,Olfr742,-0.04631056846797,1.0,240
321,Olfr743,-0.346797596062991,1.0,240
322,Olfr744,0.576326745788657,1.0,240
323,Olfr745,0.0669802482284797,1.0,240
324,Olfr746,1.09127236741302,1.0,240
325,Olfr748,0.22677401760171,1.0,240
326,Olfr749,-0.100600903465422,1.0,240
327,Olfr76,0.0214661764565372,1.0,240
328,Olfr796,-0.0386488354749043,1.0,240
329,Olfr819,-0.0176304852715561,1.0,240
330,Olfr820,-0.285230771761005,1.0,240
331,Olfr823,0.21243699920136,1.0,240
332,Olfr824,0.0099166219952268,1.0,240
333,Olfr830,-0.0584957702073867,1.0,240
334,Olfr843,-0.355183361763296,1.0,240
335,Olfr851,-0.22091266277888,1.0,240
336,Olfr874,0.126490103963143,1.0,240
337,Olfr875,-0.385656588568163,1.0,240
338,Olfr876,-0.0738555622915228,1.0,240
339,Olfr881,0.270647776300491,1.0,240
340,Olfr884,-0.113833641617401,1.0,240
341,Olfr888,1.81388672058084,1.0,240
342,Olfr889,-0.842787776069723,1.0,240
343,Olfr890,0.633876132930662,1.0,240
344,Olfr898,-0.0765449184913617,1.0,240
345,Olfr9,0.230015849027084,1.0,240
346,Olfr90,0.0776604676549748,1.0,240
347,Olfr901,0.926538538144281,1.0,240
348,Olfr902,-0.217469468667393,1.0,240
349,Olfr904,-0.825123509954923,1.0,240
350,Olfr907,-0.200867353381679,1.0,240
351,Olfr91,0.387900206211835,1.0,240
352,Olfr910,-0.407734968537908,1.0,240
353,Olfr912,-0.17882648947537,1.0,240
354,Olfr913,0.382701543622699,1.0,240
355,Olfr914,-0.0750279950911556,1.0,240
356,Olfr918,-0.287597103475719,1.0,240
357,Olfr92,0.246711341201705,1.0,240
358,Olfr921,-0.081159749382463,1.0,240
359,Olfr923,-0.220195990876127,1.0,240
360,Olfr93,-0.0347153149394228,1.0,240
361,Olfr935,-0.297732176614637,1.0,240
362,Olfr937,-0.128087520211487,1.0,240
363,Olfr948,-0.242041948635373,1.0,240
364,Olfr95,-0.356711872576909,1.0,240
365,Olfr954,0.343030099487663,1.0,240
366,Olfr959,-0.0473561915366446,1.0,240
367,Olfr968,0.0748043506740634,1.0,240
368,Olfr972,0.133418601885856,1.0,240
369,Olfr975,0.0650409047622696,1.0,240
370,Olfr978,-0.26023764119858,1.0,240
371,Olfr979,-0.300928599894342,1.0,240
372,Olfr980,0.148063352530186,1.0,240
373,Olfr981,-0.0793495322597452,1.0,240
374,Olfr983,0.208946459949548,1.0,240
375,Olfr1,0.085668898336104,0.995877526190181,264
376,Olfr1009,-0.102417664375495,0.995877526190181,264
377,Olfr1012,-0.144628479880637,0.995877526190181,264
378,Olfr1013,-0.258374300412128,0.995824247100118,264
379,Olfr1014,0.241088335522372,0.995824247100118,264
380,Olfr1015,0.331043352229546,0.968685900172897,264
381,Olfr1016,0.318886933466405,0.995877526190181,264
382,Olfr102,0.207224059621551,0.995877526190181,264
383,Olfr1023,-0.293564883732832,0.995877526190181,264
384,Olfr1029,0.165795984146528,1.0,264
385,Olfr1030,-0.15601699580113,0.995877526190181,264
386,Olfr1044,0.24847862877149,0.995824247100118,264
387,Olfr1047,0.395086579128568,0.995824247100118,264
388,Olfr1054,-0.42004476001461,0.988382700992702,264
389,Olfr1056,-0.0478680213486632,1.0,264
390,Olfr1079,-0.0454539622986211,1.0,264
391,Olfr1082,0.475424975983612,0.995824247100118,264
392,Olfr1085,0.369599858712972,0.995824247100118,264
393,Olfr1090,0.058100353592805,1.0,264
394,Olfr1093,-0.270489543295132,0.995877526190181,264
395,Olfr1094,0.752717981160029,0.936000943161322,264
396,Olfr1097,-0.0255946901535083,1.0,264
397,Olfr11,0.363962165817523,0.941438924151932,264
398,Olfr110,0.101461286458832,0.995877526190181,264
399,Olfr1107,-0.240087842432693,0.995877526190181,264
400,Olfr111,-0.0737040910953476,1.0,264
401,Olfr1110,0.0874849767678552,0.995877526190181,264
402,Olfr1113,0.456298322490265,0.995824247100118,264
403,Olfr1115,0.300101621571303,0.995824247100118,264
404,Olfr1116,0.337134804204104,0.995824247100118,264
405,Olfr112,-0.184932757358041,0.995877526190181,264
406,Olfr1121,-0.641226309958359,0.995824247100118,264
407,Olfr1123,0.459582637185792,0.941438924151932,264
408,Olfr1129,0.0458633764092237,1.0,264
409,Olfr1131,0.497246613153905,0.995824247100118,264
410,Olfr1132,-0.0146529626987234,1.0,264
411,Olfr1133,0.0879504832537248,1.0,264
412,Olfr1134,0.241849943520639,0.995877526190181,264
413,Olfr1135,0.10593401701463,1.0,264
414,Olfr1138,0.803465770077962,0.941438924151932,264
415,Olfr114,-0.397462465127362,0.995877526190181,264
416,Olfr1152,0.155678316912753,0.995877526190181,264
417,Olfr1153,0.533823616941874,0.995877526190181,264
418,Olfr1155,-0.286964460704314,0.995824247100118,264
419,Olfr1160,0.166382958889697,0.995877526190181,264
420,Olfr1168,0.472437445430719,0.9625932188524,264
421,Olfr1179,0.65815524403439,0.995824247100118,264
422,Olfr1180,0.0193144822141684,1.0,264
423,Olfr1183,0.397131523421612,0.947323072694737,264
424,Olfr1193,-0.0196340877985565,1.0,264
425,Olfr1199,0.0268262644881608,1.0,264
426,Olfr12,0.165362163096994,0.995824247100118,264
427,Olfr1204,-0.496377528293078,0.995824247100118,264
428,Olfr1205,0.20693825648217,0.995877526190181,264
429,Olfr1206,0.118541734218422,0.995877526190181,264
430,Olfr1209,0.0578373254140067,1.0,264
431,Olfr1215,0.636615148588537,0.941438924151932,264
432,Olfr1217,0.121016077084476,0.995877526190181,264
433,Olfr1219,0.153894090798442,0.995877526190181,264
434,Olfr122,0.513878964858212,0.890418563216159,264
435,Olfr1220,-0.570413880962537,0.941438924151932,264
436,Olfr1223,-0.646356922227096,0.942916658821274,264
437,Olfr1228,0.423341497253025,0.474335343419855,264
438,Olfr123,0.0917039421778972,0.995877526190181,264
439,Olfr124,0.221398855461337,0.941438924151932,264
440,Olfr1242,0.335022008542676,0.941438924151932,264
441,Olfr1243,-0.0069739082217238,1.0,264
442,Olfr1246,0.405769041732956,0.941438924151932,264
443,Olfr1254,0.341783560723819,0.988382700992702,264
444,Olfr1255,0.257362385975051,0.995824247100118,264
445,Olfr1256,0.391555160454882,0.941438924151932,264
446,Olfr1257,0.0733912128566915,0.995877526190181,264
447,Olfr1258,0.330552811747359,0.822249945338534,264
448,Olfr1259,0.333988568384743,0.941438924151932,264
449,Olfr1265,0.243757836158556,0.995877526190181,264
450,Olfr1269,0.0241702864009373,1.0,264
451,Olfr1270,-0.0387545640011211,1.0,264
452,Olfr1272,0.275466160558141,0.995877526190181,264
453,Olfr1274,0.23485942214718,0.995824247100118,264
454,Olfr1275,-0.422707334915254,0.995824247100118,264
455,Olfr1280,0.179100571537056,0.995877526190181,264
456,Olfr1284,-0.577002845696261,0.995824247100118,264
457,Olfr1286,-0.319084498111474,0.995877526190181,264
458,Olfr1290,0.352806378513015,0.968685900172897,264
459,Olfr1294,0.205693837991408,0.995824247100118,264
460,Olfr1295,0.0322713072124416,1.0,264
461,Olfr1297,0.168914190984721,0.995877526190181,264
462,Olfr1299,0.192456091576593,0.995877526190181,264
463,Olfr13,0.431551133673407,0.941438924151932,264
464,Olfr1301,0.0480669336310566,1.0,264
465,Olfr1302,0.229362745128439,0.995877526190181,264
466,Olfr131,0.331645291745287,0.890418563216159,264
467,Olfr1312,0.408904069584618,0.942916658821274,264
468,Olfr132,0.493498448608102,0.44027190485355,264
469,Olfr133,0.0758775502297892,1.0,264
470,Olfr1333,0.273272455407126,0.995877526190181,264
471,Olfr1339,-0.160257222095997,0.995877526190181,264
472,Olfr1340,0.236347618020105,0.947323072694737,264
473,Olfr1341,0.0606534171559256,0.997904493002048,264
474,Olfr1342,-0.0887148550538588,0.995877526190181,264
475,Olfr1352,-0.296818020842912,0.942916658821274,264
476,Olfr1353,0.309140935505405,0.995824247100118,264
477,Olfr1357,0.0989014537498334,0.995877526190181,264
478,Olfr1359,0.279225439296062,0.995824247100118,264
479,Olfr136,0.0831065877119908,0.995877526190181,264
480,Olfr1360,0.226896045134469,0.995877526190181,264
481,Olfr1362,0.0514570040983644,1.0,264
482,Olfr1364,0.253333147131014,0.947323072694737,264
483,Olfr1370,0.221947453041195,0.988382700992702,264
484,Olfr1377,-0.134336310394159,0.995877526190181,264
485,Olfr138,0.168322093332155,0.995877526190181,264
486,Olfr1380,0.424014694011537,0.942916658821274,264
487,Olfr1381,0.0585805812964499,1.0,264
488,Olfr1382,0.419810629605498,0.866681847382397,264
489,Olfr1383,0.537334342805248,0.788266006388381,264
490,Olfr1384,0.369824601173104,0.936000943161322,264
491,Olfr1386,0.416156286711117,0.630709051388514,264
492,Olfr1388,0.180925113649337,0.995877526190181,264
493,Olfr1393,0.250888934446458,0.995824247100118,264
494,Olfr1394,-0.211561071595308,0.995877526190181,264
495,Olfr1395,0.566421739126731,0.242269517876248,264
496,Olfr1396,0.441238761094715,0.869561374100552,264
497,Olfr141,0.243232124651224,0.995877526190181,264
498,Olfr1411,0.286349203777976,0.942916658821274,264
499,Olfr1416,0.575855547194028,0.788266006388381,264
500,Olfr1419,1.96212767305961,0.0201939563920171,264
501,Olfr1427,0.303604619862234,0.936000943161322,264
502,Olfr1437,-0.101847035243954,0.995877526190181,264
503,Olfr1443,0.41316131435633,0.788266006388381,264
504,Olfr1449,0.193198458535648,0.995877526190181,264
505,Olfr145,0.332907445730814,0.941438924151932,264
506,Olfr1451,-0.2752736907856,0.995877526190181,264
507,Olfr1454,-0.128391770572138,0.995877526190181,264
508,Olfr1459,0.221154999236242,0.995877526190181,264
509,Olfr146,-0.33171680809485,0.995824247100118,264
510,Olfr1463,0.17445773568901,0.995824247100118,264
511,Olfr1465,0.940957130009474,0.995824247100118,264
512,Olfr1466,-0.602040225677633,0.942916658821274,264
513,Olfr1467,0.269882839990352,0.995877526190181,264
514,Olfr1469,0.182679149452394,0.999304116950954,264
515,Olfr147,0.310188206185193,0.995824247100118,264
516,Olfr1471,-0.218960474619989,0.995877526190181,264
517,Olfr1472,0.142737840531217,1.0,264
518,Olfr1477,0.0514200600624978,1.0,264
519,Olfr1487,0.232653405262556,0.995877526190181,264
520,Olfr1497,-0.066513497734833,1.0,264
521,Olfr15,0.174221331920444,0.9625932188524,264
522,Olfr1500,-0.494616280246003,0.890418563216159,264
523,Olfr1505,0.314635643219794,0.995824247100118,264
524,Olfr1506,-9.77914085839913e-16,1.0,264
525,Olfr1507,0.126091678979577,0.995877526190181,264
526,Olfr1511,0.109910999515311,0.995877526190181,264
527,Olfr1537,-0.226756220415962,0.995877526190181,264
528,Olfr16,-0.15479388272423,0.995877526190181,264
529,Olfr165,-0.156706739814585,0.995877526190181,264
530,Olfr166,0.521942237718025,0.474335343419855,264
531,Olfr167,0.20819495126136,0.995824247100118,264
532,Olfr168,0.951794579016708,4.99702784408436e-05,264
533,Olfr169,0.282428058632152,0.941438924151932,264
534,Olfr170,0.0297050895652172,1.0,264
535,Olfr171,0.241393589364106,0.995824247100118,264
536,Olfr173,-0.0103210235608165,1.0,264
537,Olfr177,-0.127191687047486,0.999765274917578,264
538,Olfr180,-0.134212228591261,0.995877526190181,264
539,Olfr181,0.419722767812319,0.909646639576803,264
540,Olfr183,0.386907904498841,0.936000943161322,264
541,Olfr186,0.250099952437845,0.995824247100118,264
542,Olfr190,0.810677810813654,0.242269517876248,264
543,Olfr191,-0.029496093316322,1.0,264
544,Olfr193,-0.407715831314085,0.995877526190181,264
545,Olfr194,0.122692609267085,1.0,264
546,Olfr195,0.505406763733515,0.941438924151932,264
547,Olfr196,0.15235130487123,0.995877526190181,264
548,Olfr198,0.105531221400686,1.0,264
549,Olfr199,0.469016100103343,0.995824247100118,264
550,Olfr2,0.754626837699098,0.941438924151932,264
551,Olfr20,0.136887262303913,0.995877526190181,264
552,Olfr202,-0.0250577038131003,1.0,264
553,Olfr203,0.485242144514647,0.995824247100118,264
554,Olfr204,0.500117889698324,0.941438924151932,264
555,Olfr205,-0.128531748871429,0.995877526190181,264
556,Olfr206,-0.419709341659334,0.942916658821274,264
557,Olfr211,-0.0789503742787666,0.995877526190181,264
558,Olfr212,0.689853264184562,0.0834333652757316,264
559,Olfr213,0.374640536244795,0.936000943161322,264
560,Olfr215,0.0807474436530083,1.0,264
561,Olfr220,0.553016186757593,0.307964149226702,264
562,Olfr221,-0.347371090825793,0.990444125676186,264
563,Olfr224,0.0872323567447063,0.995877526190181,264
564,Olfr235,0.546314099518147,0.866681847382397,264
565,Olfr237,-0.0138466625757644,1.0,264
566,Olfr247,0.0970457340899888,1.0,264
567,Olfr251,-0.458583261957141,0.947323072694737,264
568,Olfr259,-0.649879501633179,0.995824247100118,264
569,Olfr27,0.562150679619069,0.947323072694737,264
570,Olfr275,0.591220694459267,0.995824247100118,264
571,Olfr285,0.664531265500493,0.0452646230447641,264
572,Olfr286,0.770071907790763,0.510140510126708,264
573,Olfr287,0.39331784174846,0.909646639576803,264
